,Unnamed: 0,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
145,20808,67,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3890.76977767,1051114.51758,8061.29678416,1623227.21025,0.191057639898,0.0133411236417,3.85476278626,781.277941065,17.6633835272,30.6750558975,-52.3911125642,2712.03612784,37.5037717368,777.921958631,14.1920981723,471.616668689,18.1838806471,225.473991517,16.8062381893,154.237585077
146,19800,25,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2929.47300604,1584704.88355,6817.72091888,5638748.6903,0.105787457607,0.00768456503689,3.71470261079,2211.18816003,23.736943448,31.8329850977,-106.799906553,5116.59356609,81.0207624632,1246.10636555,47.8345432778,549.610077632,13.579461052,240.543524546,12.9733258042,125.497888331
147,600,25,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1708.76583886,600866.872964,3582.64092024,3103393.70177,0.0736740703731,0.00263447831581,0.366335148709,4517.74310897,20.6475295988,23.1744389003,-177.458500167,8154.5863095,110.977723676,1005.15222244,-15.6172769573,996.800291218,36.791092106,301.034166628,0.105152558538,362.667962802
148,17016,9,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2250.6137978,96900.3557431,5112.3663472,251771.062947,0.0946209574855,0.00055684205324,12.8167163823,1294.71513897,20.1582108444,27.2155349906,3.6211523421,540.670470241,104.736958027,191.804194269,-0.794608836486,114.541880332,55.9566956907,222.623905582,-29.1902892206,80.0083964267
149,1128,47,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2478.35304341,623514.389099,4759.50558685,1272250.53268,0.114936864099,0.00493412925077,-3.45229399331,2695.60909331,21.6451799273,30.5957306053,-140.279349127,4137.21170333,69.5894643624,1095.8592618,-10.0215870611,635.143662872,52.1915035242,426.856695073,3.31124098457,319.010587021
150,6144,56,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1680.04742443,94208.2206965,3077.92100064,371016.880868,0.0967179172723,0.000692403980419,1.72699629694,2365.94115604,20.003298769,36.2717789425,-81.1311873942,2721.90908422,129.108418315,375.151747933,-42.5824567802,137.705150025,33.193621147,116.44653643,5.66443928743,101.394957246
151,18504,71,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2808.15307308,258921.91398,5674.03240825,633882.935992,0.153786640019,0.0029927226725,2.7647482483,1853.52726445,15.7744926047,12.7865102122,-78.6569300558,4100.66051639,80.8698167672,364.835235268,-24.6018259192,219.435313094,47.0018132904,135.192852534,-23.7575891207,101.162090158
152,20904,71,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3890.76977767,1051114.51758,8061.29678416,1623227.21025,0.191057639898,0.0133411236417,3.85476278626,781.277941065,17.6633835272,30.6750558975,-52.3911125642,2712.03612784,37.5037717368,777.921958631,14.1920981723,471.616668689,18.1838806471,225.473991517,16.8062381893,154.237585077
153,14184,91,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",991.090239237,416742.310017,1942.91254088,2282442.73363,0.0360336421996,0.000653924644011,0.211424220081,7248.64326851,24.7451132248,22.9316735036,-236.363200535,7778.14299511,161.702955391,1110.3975601,-1.10952643459,609.926710686,27.2638057285,117.108621164,9.58945954619,333.396298329
154,1800,75,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2480.87178948,434376.206419,4845.17935819,2008920.95654,0.13501052265,0.00301821222544,2.77995762705,1431.11263154,20.3742494096,28.9717128715,-63.8251518607,2773.18441157,88.2648806756,703.278299781,-27.6401202477,573.21002279,18.5979460751,259.216986907,-3.5717296247,411.744046613
155,7992,33,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1672.53790895,240180.090277,3427.1762014,1546130.66446,0.0748678991037,0.000708195401831,0.697656870999,2827.78098435,20.7681814609,13.2578240889,-119.276532376,2532.9331356,129.001854922,869.703247265,-17.8974332107,365.137240742,29.1868382098,96.5737700162,2.7277060396,118.354171588
156,21168,82,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3164.75294032,620277.281936,7551.74441315,1686091.23912,0.100135128997,0.0035646607529,8.55621852847,983.324223632,22.2385835421,24.135712271,-62.0385675641,2499.42158881,64.31075378,440.480483192,29.8590572821,190.025451596,23.2977618745,101.6210066,16.2621227312,100.739376579
157,10512,38,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2860.7796954,520711.774627,6247.70865507,2147950.28718,0.121094885538,0.00202708225713,0.923944068281,1814.47086234,21.3243941603,19.2124375236,-118.009329247,1854.36667606,74.1354965013,577.618416812,8.32142762596,304.375525321,15.5016990676,209.044307235,6.1813253134,96.5456977055
158,4848,2,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1489.35496708,38741.8949374,2783.18319631,273846.968474,0.0899853137112,0.000396068256769,-8.73093116712,6154.33432795,18.2951727289,21.1182158019,-235.270639381,860.203242834,141.167147713,196.857158977,-34.6537921571,151.941532117,30.990739064,136.044579116,-16.3678714818,51.5554627089
159,21024,76,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3544.95500014,937973.003922,7779.1450536,2657247.95133,0.142880935078,0.00673672910364,10.0350159957,871.814120742,22.2240074717,23.7880574392,-38.3097585618,4578.24838929,47.7302218767,644.019237102,20.0459941792,406.654168531,23.8903838668,288.989224828,19.8284211776,246.964666428
160,11904,96,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1753.89100445,325756.086339,3504.97950354,1325741.92518,0.0972834150921,0.00208618860607,7.26293672948,2237.11380348,23.8333207118,28.351533062,-69.962840847,2337.83552734,124.194922023,582.356045566,-32.3997603971,328.568836056,47.691243685,167.364546977,1.40546272776,125.341361364
161,3216,34,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3190.84463897,259842.985701,6353.12954215,761385.833221,0.169137975412,0.00325804277206,9.93070733127,401.459563823,17.705991322,21.4116610831,5.96539616053,986.222552634,53.2477510036,299.635632568,-8.97327164917,236.282783785,26.9490112269,146.660706252,0.427076315764,163.433104073
162,14832,18,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1992.36235204,64390.3101694,4245.18753407,396682.350983,0.0876884992733,0.000673239166207,-3.99021456424,4099.50056975,19.7869426117,26.2830161676,-192.121477091,563.488181565,105.626744666,137.327070035,-26.070314654,210.863079241,40.1399548741,61.8806892444,-6.66265648684,38.0179269159
163,14640,10,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",828.515849833,171007.900966,1552.13498138,721326.577844,0.0330668604651,0.000457355132377,-7.36267258793,11300.4853157,24.2404569138,20.9865043326,-318.784046049,11668.1598075,162.790417594,553.294694131,-16.4195017068,2928.4662585,39.1052531824,268.857228988,31.4889722173,199.719738028
164,8568,57,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3489.9147727,560310.726328,7661.43020985,1347652.30327,0.175091221536,0.0039564389177,3.86100518174,820.90929409,16.5451813029,15.9205821687,-58.6055562037,1523.89640475,64.8522083848,392.40758874,15.9496620799,174.459408851,5.48313899587,166.325286248,7.56076255931,99.3629122312
165,5688,37,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1534.82438489,187555.948933,2839.48668014,550128.310679,0.0939559108527,0.00174103311647,-17.0936569396,7607.92172347,16.2541921602,20.7852703648,-275.224508182,5755.42600239,125.277990051,1019.70542357,-41.0855076145,508.997751732,24.5947858149,124.058347616,-4.80977988088,237.854897011
166,9912,13,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2813.32146161,523363.057777,6065.78647347,2828437.72788,0.129582652011,0.00238995617123,-1.33212423437,2030.47701311,21.5005757162,20.540735769,-126.162652655,2084.47389643,77.603359621,537.873438824,3.1668114182,350.087514704,19.9730405408,106.705289442,10.863740626,172.837176986
167,17976,49,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2980.03145215,87125.6210378,5461.28769985,350450.403065,0.193922223232,0.000764932358081,9.63597468682,1061.15473132,20.8935668516,19.1031948467,10.0110103606,256.343672132,74.1150609176,165.044237143,-32.2280104066,172.126510699,62.7872703892,101.646991166,-23.3233381423,60.9057701301
168,5160,15,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1371.97437589,111666.366667,2620.93301463,614596.997395,0.075783142563,0.000638320350022,-22.0694074243,16981.5898931,21.7556874889,13.8514288616,-449.50685719,4786.78627312,124.96504463,1122.45426712,-19.8631904862,190.926416711,27.5204134092,202.147893006,-5.76476790784,97.9614781377
169,7464,11,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1536.59473223,492746.488723,3414.30635674,2382675.38092,0.0543063378149,0.00161310922554,2.98599428474,4040.277008,20.6680427247,24.481384514,-169.700203135,2903.76832899,119.127806353,618.085778224,7.19634061628,399.533672489,53.3628683943,215.425328708,4.1582731732,139.406599965
170,3840,60,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1719.0595609,345158.638052,3689.5140466,1400899.21574,0.0539649194525,0.00219036331028,5.30390830459,3386.64563515,26.8204047185,27.5813479188,-153.380672345,5134.23880291,92.7234381943,494.166670622,-15.887886712,690.637554938,57.9562014573,354.502667011,8.56198893456,266.786017187
171,21504,96,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3126.3051254,1296984.66814,6930.2110397,3831637.22406,0.105274573038,0.00415469971609,7.66586571445,1137.32965856,24.6323475932,33.5007401765,-59.1799858576,3478.99582814,60.9828092899,924.901555599,27.7589795692,625.211824434,23.8883440528,358.036472324,12.2918158667,176.322113419
172,23616,84,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2454.92402319,570936.394932,4726.38785429,1394270.91737,0.151422071827,0.00673914042583,-6.84450464992,4777.19371692,17.3240027209,35.1471332134,-196.954699059,9024.78260263,83.4016463259,1094.518934,-38.5165851664,763.722198283,43.771149874,321.03199912,-7.29698078513,162.361108779
173,21264,86,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3593.11160203,521709.025112,7631.95142169,1136156.44149,0.185107421875,0.00591821746309,2.58221637775,699.018222027,20.5513415566,21.9332828527,-50.4432901141,1737.60691466,56.4055202231,357.73406281,12.5313886101,171.601757492,11.3343084658,169.976244678,-2.75367120724,88.4874193178
174,5016,9,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1216.50184695,121294.284339,2560.61500727,693014.792145,0.0562810380329,0.00077202789314,-14.3923276237,11757.5070866,20.6441354885,23.7146836363,-356.202321265,5146.87208121,139.796892777,596.19352634,-6.28453884118,222.739395374,43.1630830616,76.0417714563,-8.87153257381,121.400548522
175,1392,58,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2632.49770989,1323832.57954,5700.81537291,5767437.61591,0.112029508842,0.00785046054182,-2.32315756883,3608.7081165,18.2395425983,15.8220782559,-169.349265521,6955.39438498,83.8813482695,1057.77094204,11.2026824074,779.025276837,12.1899795145,297.005912269,21.1431873395,316.207150963
176,20760,65,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2517.73499891,578092.753278,5493.62088935,2516690.71686,0.100055262839,0.00363139039342,-1.2737954453,2115.35854467,18.3158910371,29.0478598374,-111.687176439,4862.14461168,85.6056791467,780.855546627,3.48979569252,301.809054516,16.3494435664,287.41716716,2.21687050916,240.239811506
177,5808,42,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1327.22433114,36145.7451218,2172.57500227,171457.401318,0.0937628694283,0.000282271537462,-7.22268414293,4493.13802164,16.5582827908,22.0140580573,-160.303276324,2448.57979272,164.138895655,486.528482764,-48.9082227226,183.489372652,1.57755124545,112.443163287,-7.58496370921,100.379143925
178,19320,5,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2289.72523678,551593.153353,4746.10158521,2643938.13739,0.106771968871,0.00245820046574,-0.47557901235,3403.96733812,24.1730072168,23.6323768812,-113.751434767,19931.2246468,90.0384806312,457.356517048,-5.52317346189,833.667445986,25.614669321,196.541179665,2.58777166352,101.637441104
179,9192,83,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2115.55278619,189514.1168,4688.62128679,823835.253145,0.0927389928537,0.000815307369643,2.49795252701,2627.77150448,25.1719443562,24.259222238,-119.227130236,1386.56608489,107.438828779,275.249722426,-10.9514069485,197.568518981,58.5503074986,58.8058550564,-12.896837088,81.8638667776
180,8592,58,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2436.25775641,1007069.70942,5494.47220203,4198583.94388,0.0988587845203,0.00425859471882,-1.01818030801,2584.07792201,18.8204285304,15.8703765828,-141.986344997,1286.09200818,97.0497442736,864.174584449,23.1901768579,322.344879397,10.4233187541,145.539627077,6.26143305757,107.173996411
181,22440,35,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3623.81847239,919336.143993,7701.98440907,1910384.91801,0.176428506541,0.00733201545446,3.05652607528,747.827048153,30.3518335927,39.3862864818,-51.8979404156,1863.86531087,55.6826565972,592.669586775,11.3876634764,303.46636466,7.46863873159,174.616988743,11.9883151631,123.435424843
182,19824,26,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2526.7229462,1010237.80716,5557.09376136,4965186.48173,0.103540228319,0.00389645371785,3.28994262733,1705.71081974,23.0583575963,21.2823433596,-73.3804055862,4163.0347269,97.4245306474,804.965159648,16.8945312278,538.972249531,-0.54710107758,260.911111656,7.18657149887,267.819293173
183,18768,82,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2378.08875988,94134.3573027,4748.7890625,286990.086163,0.141207909399,0.000983467314666,3.92624301815,1731.90062128,17.8503712113,16.6161997838,-57.6782608792,775.585696809,101.441117785,209.841704193,-41.436494364,178.401404669,55.1419128695,109.137954562,-23.3350596758,64.3438711534
184,1728,72,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3080.11480878,1278172.92884,6565.46528661,4647494.22725,0.13583984375,0.00749200783959,-1.39317762577,1840.11806972,25.9634032994,31.9916043564,-93.8775204053,6238.98627333,68.3801647351,1061.61786904,3.90770684685,739.859675846,7.6539923811,508.666914969,12.773503876,393.935313814
185,6288,62,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1475.15423244,446920.366742,2810.45024073,2682243.19195,0.0740226804748,0.00123791879404,-13.1395092147,10146.5047385,29.3643624763,20.3771477839,-305.315737031,19565.2936901,135.903379412,1056.62596096,-11.7417824549,461.681826689,18.203178414,108.442018622,10.3981625598,148.401135163
186,3816,59,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1948.71227499,655806.14459,4217.59498774,3025556.58138,0.0629992581153,0.00195329694749,6.54683846055,2725.55663136,25.2915257973,22.942408566,-133.197850173,3352.19946155,93.9562788982,888.29204709,-2.25095651087,675.509260661,50.2360065786,287.456162151,12.5540475067,205.883910037
187,12672,28,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1115.66064624,106002.212886,2289.39680233,638692.226764,0.0479863129845,0.000818478368981,-3.96025067512,7157.95769052,15.0887482787,20.0991458938,-248.981606295,4978.7671505,139.062583614,399.295262371,-16.2556649684,1165.52807373,57.0435107836,328.734291397,20.2044753759,158.430200551
188,2136,89,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1051.21483966,296241.926625,2052.3729901,1333128.83367,0.0380087209302,0.000707007884893,2.34080238299,5891.4213986,17.113138904,16.6065506024,-194.607911481,8202.78061995,157.169474029,1517.84582982,-14.1101026565,776.992666675,44.0194508484,436.286033039,3.48130655575,183.149045591
189,6936,89,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2423.21647976,119200.854874,4296.56675827,375563.292962,0.166631843508,0.00113073604768,-15.391519648,8210.55324877,18.2094361981,13.9031786426,-301.769610015,2620.11717657,57.572104255,820.296981903,-59.1770861202,254.958653027,33.504702437,84.0614858526,-20.9094565409,73.3134118728
190,22416,34,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3653.05815635,319196.085746,7834.99784248,557322.540903,0.180766260901,0.00321590133201,0.671852560559,838.142878427,27.6495949496,29.4269370757,-65.7409463034,1608.65507313,52.8582246056,193.736521796,16.6119726799,324.543088245,12.5279802381,226.233575171,5.57936314175,135.335518651
191,3504,46,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2307.81425607,904582.873873,5002.58039608,3722641.91665,0.0915285095688,0.00404518543746,7.0189194383,1695.55397483,24.0033606355,36.8922506954,-75.657939902,4642.62671879,91.0098636084,1081.16155004,9.89176876427,691.90521411,25.0676448532,256.96591768,11.78144116,220.453850682
192,17904,46,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2795.73004608,95676.1525593,5455.89605287,299203.556415,0.163744927931,0.000940602939222,9.28213864145,1084.94795733,21.9658959018,23.2181594668,0.421283239691,336.086095308,79.7129375534,185.273607162,-30.6148169148,106.572076482,61.0986721199,95.9102757419,-17.4585455089,51.2236277672
193,12120,5,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1830.59750042,1031765.50942,3477.77088254,3275812.86846,0.0938809653585,0.00624620030959,-8.24176703343,4658.52041943,17.4559188308,23.0824632511,-178.161475374,7261.50205925,118.232530696,3201.83406668,-17.5076605202,654.692881,30.7278677115,486.88664544,-21.6976101067,433.307537695
194,2592,8,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3066.31573546,887634.152838,5749.64065907,1571832.99037,0.176318737888,0.0100178143589,-4.04634123564,2508.0224588,22.0292631153,26.0046261184,-111.185670131,6999.13717224,55.2593367052,1338.57709838,-18.4859695885,1239.23315098,47.2580690645,654.108621553,-24.7635869318,557.313228965
195,4032,68,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2545.8161385,722274.73471,5684.07289017,2466651.32804,0.0958030523256,0.00300851311279,7.3520953006,1496.73857824,24.1012543998,31.1164407514,-65.9051781862,5500.48590244,74.9237528471,812.160624929,20.6085983593,448.548900954,39.2131806545,361.194609214,8.12349986029,202.401670946
196,16272,78,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2501.56921225,333362.391145,5152.33631223,2303295.46408,0.0956315861192,0.00139458665724,-4.20090035837,2450.36981356,23.0010227797,23.3998531681,-141.501738679,3592.03347653,70.9868542258,589.574751311,-0.577715472734,633.29081041,33.5657205069,160.254155027,1.3788879757,125.163329907
197,3864,61,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1810.65967523,325358.530635,3805.05887763,1525238.35517,0.0671466206395,0.00147590418345,6.32382424948,2573.60658296,25.6277116763,27.4712744562,-127.381504807,3163.58804,95.7901720468,504.776515861,-12.7061514408,549.09460083,38.04823016,340.608723005,20.6356930791,357.67423452
198,6192,58,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1137.93654411,33854.2033344,1820.96617233,220850.846392,0.081880980499,0.000692466399925,-14.3680270905,11516.0661297,29.210550808,16.4788258014,-349.932924069,1760.8840842,161.876604104,338.047972601,-3.3885470256,269.578409105,14.1816902991,77.4113315561,5.76487411429,56.6990935232
199,22392,33,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2450.71461677,408557.591812,5025.6326081,1802505.78206,0.12442428234,0.00166727805967,7.39752762305,1261.69255496,26.1280969464,22.1618037265,-57.7237391058,2177.19592462,86.5295965475,775.324694882,-11.7465960415,450.414691289,38.785607055,222.746523384,2.37856534315,121.172883373
200,23568,82,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2576.88187184,849842.189011,5418.99749046,2706586.51875,0.138176402011,0.00602063850287,5.00594136622,1817.91649252,17.319165619,21.6176701577,-63.6646368726,4328.24449359,94.4632324356,1116.49173363,-13.4039826368,376.184182553,32.7884783445,208.548362352,-13.6731125609,340.594021945
201,13272,53,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2170.29103265,169735.582518,4235.72294013,746140.551833,0.132658445373,0.00235153992785,5.03374103997,2238.71395944,20.4205684578,27.5457484235,-76.7673112969,2911.52612635,105.792536772,433.299448915,-43.1932629824,390.735920355,60.905807514,407.520744954,-8.74997571316,206.047101826
202,9360,90,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2495.53869838,274066.956047,5213.02155251,531238.648633,0.120605090237,0.00178010981198,-0.876646416412,2007.19195932,16.7158376169,15.0994999641,-89.1209547404,2192.38568956,86.1757194039,736.065097607,-24.3662887033,264.899069444,47.0982349029,231.88884043,-33.5876445453,155.759379399
203,15672,53,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1804.1476185,298389.522097,3645.75490552,672088.170453,0.079390746124,0.00227952438223,0.234478038597,3224.79080836,16.9710465311,21.8115278723,-141.154740262,3128.63688915,110.790617903,887.853948087,-27.4538544148,355.105364017,51.9702318957,101.67353244,-8.65985973298,49.4538830329
204,17064,11,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2699.88065807,43822.3126625,5158.40400164,161653.89179,0.171382555111,0.00081050394232,9.73514038029,1134.97622791,20.5383711475,23.0608434902,8.8243326499,174.930174974,82.8238844251,116.457098492,-30.5424526369,94.8078419486,66.7032220788,64.1665348956,-16.3564380223,74.6168187082
205,9984,16,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1425.21413589,232280.79316,2879.76545467,1362995.57732,0.0600710846657,0.000586335262737,-7.90796733153,5639.7077614,25.159901577,17.9298563461,-210.270859031,3332.8559291,139.623195189,820.811175034,-16.8694619445,800.294428325,58.0293043842,204.379317025,-9.63967544027,233.312057958
206,12192,8,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1719.1693577,163676.837688,3781.35566179,1264795.38454,0.0639625726744,0.000734770570077,3.49486967816,2953.95348189,29.492901653,26.4897054332,-121.346163237,2628.23582837,122.490888459,415.206500389,-14.7404493369,341.918155829,46.1580528195,193.797996366,-8.13158422927,176.808683859
207,14712,13,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1789.79730604,88027.9744444,4397.43061864,943111.488549,0.0609954124273,0.000318711017174,-3.58626561239,5013.64828734,17.9287236756,22.7311924638,-217.553894652,888.217031489,112.639592421,138.53493733,12.7058381675,121.925113234,39.5353933202,61.3959210413,-9.82293115837,51.6003903965
208,19392,8,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2885.37426959,976966.177611,6431.2416538,2918925.88258,0.121279221172,0.00793169743811,7.98073823683,1013.17197306,21.676502198,23.8552620409,-52.5707351791,2226.05131031,74.0390437302,603.968393052,12.7763007168,646.202611674,24.4814743163,161.326819641,21.1010851721,119.413618277
209,22800,50,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2375.84068352,196252.970728,5006.91207531,915797.587158,0.12869049782,0.00130671200633,5.80686371074,1550.02585127,23.6299213693,24.6373291872,-45.8195096839,1329.41563284,101.77329188,328.017571401,-32.0408597661,294.548306537,34.252232953,156.774444788,-17.5728046238,116.323881176
210,6576,74,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1359.49167194,88048.324114,2567.81778025,358496.93175,0.0720260265262,0.000488605497119,-13.4394258729,8633.66416479,17.9693315526,21.2919508101,-289.96834724,7184.6767992,143.92132723,442.093548873,-27.0031605626,132.310213598,24.0567931471,69.973450708,-1.15011639099,64.9237616068
211,23088,62,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2388.39886926,437332.06363,4919.39379315,1411090.3597,0.127819161822,0.00385173492725,2.52719823188,2386.97738756,17.0328781348,19.8481202936,-107.740439935,5120.74700028,81.9286176253,675.462700458,-30.6884645448,687.822423315,41.3303999904,315.339824169,-8.53839892081,203.526195287
212,17448,27,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2398.96717727,78879.0302208,4868.39014807,370541.790129,0.12833923813,0.000809287740651,8.22076185445,1416.67173148,14.2802564726,8.19696929053,-36.3743775839,746.339882356,94.7733553521,153.385780345,-36.5843911103,95.111723272,54.9997703657,119.767198295,-8.25710396492,106.315855423
213,240,10,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2151.28707249,699373.900446,4430.5650436,1884044.86408,0.10285095688,0.00492630109529,-11.9576536517,5626.6953999,28.8926334855,26.4811288481,-233.543947238,4996.46384633,87.4509953272,924.637755697,-22.2078020169,404.867047385,52.0239260935,344.760329332,-8.63493177109,413.557731144
214,9528,97,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2076.5272249,231733.967415,4029.1961528,803671.448133,0.121734571827,0.00170149749592,-1.60002668491,3030.48787133,28.8299810139,22.223155355,-125.072427534,1676.77551575,115.214089281,475.605518411,-48.0035207455,290.745323682,52.8506601775,113.300177813,-13.4610164525,77.2193301792
215,13536,64,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2552.81390104,108112.683491,5147.86274755,276948.929181,0.146798918968,0.00106781983217,-1.32885340744,1832.15173209,22.0096552951,17.682884884,-85.2522980391,879.599487572,88.8072019234,172.248988689,-16.2818827832,190.476895035,59.2243929959,130.325364137,-35.9785974789,78.392781056
216,13584,66,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2339.60587705,347541.55988,4971.74952307,734798.395095,0.121539637839,0.00398013726241,-0.463753738473,2457.06298682,23.6735786277,19.3541424622,-116.43084174,1587.63731741,97.4584350231,505.202612039,-13.8920464826,292.468566453,48.9700118688,155.014433703,-22.5542385948,163.239248099
217,20640,60,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3498.75015006,1378511.91742,7665.94550554,3113771.68182,0.13586028343,0.00836154223219,6.10406527986,1036.35496084,18.8464407209,33.1852774981,-46.3569525161,4335.1213241,55.8851346641,946.797092557,26.1817186569,559.852470731,16.5384501439,245.968810022,7.10119235903,213.049396622
218,12168,7,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1452.00134301,450574.523267,2956.47540425,1631751.99874,0.0613595415455,0.00185095388939,-4.54889996059,4965.67632352,20.215019305,20.6775475186,-179.470540012,6585.18122477,136.412066292,1481.33167551,-26.5693588335,588.098875464,39.9832339954,353.448004945,5.28601123999,651.413540383
219,21528,97,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3512.29244003,2285742.97628,7589.86986737,4281926.34593,0.137426568556,0.0200798728161,1.88579394187,2315.26582388,20.5789747376,26.8068705392,-125.544326414,5416.26948284,51.1441316726,1156.39499077,38.5337988109,1129.285911,14.4753370099,492.067649705,16.2013670433,272.512330016
