,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var
9894,00091,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2192.96635083,129259.400476,4066.79579624,391015.708541,0.152433835998,0.00208027604752,0.0446397662163,0.000394753034925,17.2740647989,18.9442840756,-251.481926011,3208.09700376,88.6891076457,229.116055257,-41.7343633844,144.557265057,37.8938098974,65.8405658787,-12.0204447524,112.564464757,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
9928,00092,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1806.8291737,222023.604522,3071.08546057,641255.838536,0.1308113039,0.00337796405247,0.0842444598675,0.00144418876152,15.8477932527,21.0446815512,-299.555366668,5256.58040639,103.713048153,656.589847364,-27.6991420446,293.68260244,51.0114042227,110.023711895,12.2880168645,147.614629769,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
9962,00093,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1624.03050254,47730.3675526,2732.53009175,294962.892881,0.108185713421,0.000864296395592,0.0826157703996,0.00179717736319,18.1232855254,25.8350367804,-207.261677133,1671.33414532,117.595089871,212.795548381,-41.3847414799,547.057338438,13.2484350949,155.77077772,-1.68524117024,69.7725885032,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
9996,00094,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1424.98352264,106150.882039,2929.34189907,488626.861182,0.070212951187,0.00123382120735,0.0140147479251,8.13482984086e-05,17.6130428035,17.1839656982,-385.6164158,9374.26594848,128.586369024,406.864711418,-26.7653252542,453.858828341,39.4990577829,116.626007456,-2.21402297309,172.775866418,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10030,00095,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1800.20262889,285690.23815,3425.0729583,864445.834738,0.124213829336,0.00385172327711,0.0135902268812,0.000230353369261,17.9725650466,12.3602279786,-422.69135486,6861.56678419,89.8462541783,1016.03838507,-18.6876819485,438.348543273,37.8120532504,108.874902069,6.0211984381,139.339152349,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10064,00096,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1931.07834713,189746.008183,3570.03815407,448216.701291,0.117202261991,0.00233525043697,0.0570357590914,0.00078923557885,17.5892826538,19.5180795525,-203.478672536,3765.32457818,111.325698215,939.479401425,-51.508318472,173.811432274,39.5004885499,64.7137598763,-10.5208362941,130.1311329,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10098,00097,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1493.86719391,92359.6268342,2780.15352471,338700.988646,0.0858720173207,0.000918648926643,0.0367180742323,0.000465850258479,13.502954485,14.0800625976,-280.723304883,1135.152595,122.747811454,229.90021465,-14.389439344,169.317935701,26.839757743,37.4388058256,1.3714729833,62.6766681706,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10132,00098,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1954.20784603,165440.109064,3782.599246,445451.221904,0.123624863735,0.00220338308684,0.0291647333652,0.000332261610311,15.6850442526,18.3304924623,-287.322212594,4966.02163053,101.685285517,303.786670872,-35.4053164389,212.358514759,41.2863051335,56.1248041256,-12.7789639969,127.679022405,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10166,00099,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1523.96155135,46378.0471923,3322.48143396,344479.741629,0.0806451368702,0.000407922076073,0.0104904072359,4.25923053626e-06,17.0226673271,12.875840102,-378.867140356,478.190509933,126.528858473,155.998040247,-18.8074036149,35.5390911728,42.8699249109,34.117002759,-14.2592879079,57.1361944781,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10200,00000,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1994.5986938,252487.917223,4224.62249046,1268224.39417,0.0900489038275,0.00163260915963,0.129485949874,0.00518041290343,18.7435080939,20.9976466308,-116.536283684,5849.23781377,109.326696801,483.572689204,-23.1459698111,369.285348568,40.6855563071,161.390381813,-11.8880065222,196.995207612,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10234,00001,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1529.01326258,227586.64646,3270.82678507,1366352.006,0.0550046935562,0.000851495067243,0.1807474792,0.00490924110636,26.1043097061,30.0970276494,-110.963626177,3142.16958141,134.222332668,746.455368375,-24.6375662537,319.142741188,41.5921730884,202.696890873,-3.03320459451,131.19985872,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10268,00002,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1874.08167549,469762.957593,3930.41884311,2044904.26325,0.0765038305475,0.00223285001858,0.148407042027,0.00657648034394,20.075565973,23.5642665188,-120.56073415,8105.82527426,117.61126131,856.924408319,-27.5307026317,546.122956216,42.8132731941,194.334535754,-6.71343342523,296.541872828,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10302,00003,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1421.55701601,429146.82145,3042.04067496,2539677.35905,0.043062621124,0.000941718331137,0.150910794735,0.0039467937313,20.7393836569,18.796444447,-156.726570516,5364.17410595,130.634322012,733.989868946,-1.44496901075,407.624049515,36.2297623826,152.092298036,0.451127522256,244.779546922,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10336,00004,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1346.16372752,477337.635772,2939.9916538,2557149.55203,0.0411322068798,0.00132841924586,0.208875492215,0.00181187177077,24.8589342013,26.8059895637,-127.915584748,3189.56873907,134.431460716,831.481381994,1.08456231459,449.986299505,54.4280377595,154.902823546,-0.473026870997,161.29533894,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10370,00005,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1542.22268373,113022.595627,2870.84336392,640408.584927,0.0769538820252,0.00031963784508,0.203583672643,0.00310186459683,26.6480557369,26.7686253937,-62.39416511,1575.12157497,153.762657229,977.230788874,-55.0899256321,223.319024745,28.0361740333,143.072581219,-6.86293049526,157.209212872,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10404,00006,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1674.19741643,209023.415673,3250.3952807,725244.029769,0.0872516957364,0.00132845302075,0.18033657968,0.0035740272142,20.7256183118,24.5146801891,-98.3482811026,2698.11149161,136.690058753,666.344889431,-46.7158659091,341.084459792,46.4578780585,256.873533776,-17.1594592109,214.769496128,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10438,00007,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1282.13416219,300450.805622,2675.65906613,1627599.3623,0.0471774315649,0.00104241114541,0.157148599625,0.00365027971566,25.8135471173,23.5258279407,-140.382909323,2940.62310084,149.327135563,557.82655492,-10.0248877227,273.54348323,38.7052376939,135.454782991,1.52968446729,163.019818313,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10472,00008,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1717.48111252,47225.3572933,3363.28601926,434299.42266,0.0849719143653,0.000310798088351,0.260920912027,0.000919980928302,28.3661633399,31.3706414972,-14.9200428952,587.595290666,138.409795513,194.221652546,-41.8983617926,71.7762015213,22.0797952137,97.8289037299,-18.6651274789,57.5402366141,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10506,00009,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1182.04597682,275748.13618,2368.96949945,2086910.69138,0.0425440588663,0.000390185888595,0.128245472908,0.00381363579072,28.3303162722,29.5955681064,-178.512550708,4767.27933363,153.97556444,887.794989446,-4.91185912279,456.761278278,21.9100127751,201.477552509,-2.0829147001,136.281753339,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10540,00010,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1857.72762544,380813.767883,4191.43798828,1652823.19267,0.0716494064922,0.00179533467529,0.153366997838,0.00270313303918,20.2810303724,27.8832502575,-109.045836401,2677.71005776,114.949755015,460.607673462,-5.16484219863,334.989648774,46.2257923829,169.742763784,-9.11564708412,125.420312844,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10574,00011,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1536.59473223,492746.488723,3414.30635674,2382675.38092,0.0543063378149,0.00161310922554,0.123399846256,0.000947607972194,20.6680427247,24.481384514,-169.700203135,2903.76832899,119.127806353,618.085778224,7.19634061628,399.533672489,53.3628683943,215.425328708,4.1582731732,139.406599965,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10608,00012,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1861.86113439,813131.420082,3983.85123319,2735406.84758,0.0681106922238,0.00319996848372,0.0759247839451,0.00131103314925,19.3948177559,29.0412488277,-204.765114444,5793.98984079,107.052605245,879.303104876,-10.1620548089,353.789001017,45.4939768535,235.77232989,3.03324122309,233.110456815,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10642,00013,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1594.04405413,702010.200623,3816.96890898,4545429.08141,0.0460570342781,0.00148363573721,0.134078860283,0.0019336391706,19.6995536657,19.9974701402,-211.28370435,4682.59560199,95.7673621194,857.392631832,40.6558869547,756.072727538,68.3909212493,272.860491847,5.34278027918,163.317557156,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10676,00014,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1935.43556291,919001.709034,3981.88152934,2686230.8289,0.083646363251,0.00559505766168,0.0533913820982,0.00112081831321,17.4627801557,29.0992695053,-256.659218308,12479.5479942,103.182377853,1343.4451695,-8.46155119845,653.361620764,48.5526382227,361.064279836,-4.1578485646,431.186695536,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10710,00015,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2336.41563106,1048955.62772,4502.40915698,2912160.34937,0.114135174419,0.00651545757901,0.0824456959963,0.00310987746343,16.5212978252,23.3888377358,-174.965208414,3603.35239857,90.8586174462,1644.51674078,-18.6528693901,630.389380153,41.6400203952,259.263705717,-8.86707166283,308.652324872,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10744,00016,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2459.15919062,129572.392886,5023.97171375,643667.473168,0.142754133358,0.00116397824097,0.184350013733,0.00102675124072,19.5117197389,7.5144133284,-15.5671097087,338.418094364,99.9268154248,184.852784516,-37.3846574383,171.39675271,45.8144807322,126.721333895,-20.5896890079,87.3248956846,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10778,00017,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2311.78734061,159085.684533,4527.09722475,814644.874661,0.140500847868,0.00115149716103,0.165916234255,0.00120700115804,19.9310363807,11.8454664651,-41.5084558053,1030.31823336,105.418838012,246.477133499,-43.9837677142,210.231314187,54.0926904285,118.115310528,-18.4316853264,84.5340564413,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10812,00018,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2210.07698886,279967.016829,4595.36916334,1264727.41419,0.115783975291,0.00251429277905,0.14113882184,0.00214865524322,19.1457936784,9.82499498666,-67.3734954608,1390.06584053,109.089225728,456.667139475,-32.721622209,349.907916728,45.6569413115,173.286070081,-11.6949681769,92.1014803329,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10846,00019,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2321.27198821,163812.784666,4702.80148528,779872.216373,0.128188968629,0.0018860660338,0.112180009484,0.0014620461734,20.8562940089,16.0510384754,-84.2335886276,2009.33068347,102.331020014,286.093528746,-41.3218650166,251.236212134,47.0172508408,198.449387815,-16.9542493343,63.7399656439,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10880,00020,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2188.8110954,320317.277026,4434.12887218,1392957.40092,0.117631116764,0.00257746179089,0.152253076434,0.00203823600896,17.671632382,9.93810189251,-56.8869605175,2024.11953597,115.179416597,503.02665123,-30.4201515195,312.008826526,37.1979704147,116.396359834,-21.9881192571,142.671849846,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10914,00021,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2158.48456614,249559.154926,4245.5881518,923332.202746,0.121643728803,0.00288448156384,0.161799713969,0.00253110937774,16.5727964523,9.31298449532,-55.2153905766,1245.15575244,114.404998554,420.414226202,-34.0650941032,272.648291632,37.9790571995,158.536521288,-22.3311251228,185.39322296,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10948,00022,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2341.99145793,257369.23246,4592.8319177,1022235.16578,0.138497759205,0.00222408271926,0.173831909895,0.0022735465318,16.1540955671,10.1990338755,-34.5599137835,1178.33622987,106.522613454,488.412662024,-41.0844496619,389.029404305,33.6487215505,123.864394104,-27.2303231368,97.6429484422,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
10982,00023,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2297.19886139,392838.543593,4852.93298056,1669677.70127,0.115698809956,0.00236707545496,0.135937035084,0.00167033867911,19.3920621141,12.2024409853,-88.1263413482,3041.685545,105.305773593,583.562891751,-24.5003921774,164.739641922,41.8320365643,114.939900255,-22.4010004975,118.787809494,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11016,00024,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2320.83940206,118734.933472,4468.21476426,482786.622688,0.14339003452,0.00201778417668,0.156477153301,0.00161603861488,18.7592437195,14.3577460079,-52.4550423311,1095.49129269,99.6851231029,378.41217205,-47.3734422758,433.36599421,47.0330493065,186.662317441,-21.0108940598,147.234809965,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11050,00025,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2511.3283517,144099.149096,4736.60360647,704664.637518,0.15794952156,0.00192286691287,0.149009212852,0.00154227309395,20.07492543,14.9233024076,-47.0320641615,574.151346809,95.7019864731,260.2828948,-43.9089089159,252.776273992,52.0658200241,270.126634682,-22.5372758861,124.924478085,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11084,00026,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2264.19801629,231265.68593,4604.95060411,935058.807363,0.12297836422,0.00215813089782,0.152664095163,0.00116830354091,19.334243479,9.35762190534,-58.9185983698,953.707805715,106.522323679,382.214770145,-31.7658251357,183.171790597,47.9206371091,124.96718564,-17.4120450887,123.716506326,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11118,00027,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2671.04598175,458398.007611,5449.21074446,1363255.84824,0.133584287185,0.00454755275111,0.0791716203094,0.000249094766332,17.5862009978,14.2567017908,-123.141198676,2619.14369491,74.8286387249,636.797110615,-17.0552929249,273.95202141,31.619446508,200.868986093,2.52623204423,108.008101663,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11152,00028,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2047.46466824,354347.708643,4096.84212618,1614878.56963,0.101970915092,0.00135768670215,0.138803392649,0.000877927872352,19.7011561248,14.6430333984,-92.6005994666,2628.93314689,101.78469447,755.257129664,-33.4404035917,378.048728526,48.6696935336,209.316556315,12.4073214857,117.103876122,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11186,00029,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2444.72995192,372608.163138,5173.73597611,1219827.31079,0.11138641594,0.00227415277339,0.180045932531,0.00123461720068,20.3608439056,14.4482088502,-42.4359402934,1374.50262238,85.0495370573,534.486341375,-7.34850699274,308.045529627,40.6888936308,121.44600321,-1.02687103434,75.5785319674,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11220,00030,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2946.25601358,726357.196432,6335.39386128,1187262.08225,0.114910368217,0.00368025099355,0.0964304730296,0.000498721434269,23.2064483303,10.0891970474,-131.513444186,2444.96584607,67.661181532,838.634708606,32.8880667556,809.881232336,34.6416148759,345.309347558,-3.17192920743,123.740833838,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11254,00031,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2638.93727092,608154.881992,5301.49130178,2604654.40117,0.13248887173,0.00315279153224,0.126214161515,0.00309531996027,18.2669478491,17.8533318641,-89.207039492,4754.16179763,81.3691748239,893.927688889,-12.5963223073,625.124736545,22.8214946877,192.572360826,-7.03772090522,151.837567862,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11288,00032,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2345.37947866,277920.685689,4735.23482922,1190000.85176,0.11539902798,0.00167497707226,0.222264647484,0.00244037201628,19.1705719157,18.03628722,-26.4497711393,1051.64708149,85.8022993871,494.742360313,-16.9581536921,232.026206195,35.2590637015,128.246265476,10.0185404341,154.749578276,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11322,00033,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1672.53790895,240180.090277,3427.1762014,1546130.66446,0.0748678991037,0.000708195401831,0.12773680687,0.00138427724596,20.7681814609,13.2578240889,-119.276532376,2532.9331356,129.001854922,869.703247265,-17.8974332107,365.137240742,29.1868382098,96.5737700162,2.7277060396,118.354171588,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11356,00034,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2789.53816772,285243.788402,5835.60654751,1254445.25009,0.134898482922,0.00152309689325,0.19112084806,0.000787579803728,20.6540600672,17.4064809621,-28.1106290305,669.1701877,65.6309455412,342.108991156,-7.35513936272,255.00131003,33.5945576003,173.466475438,11.0703586818,94.2023376686,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11390,00035,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1866.60562778,398887.744027,4269.57513854,2942607.10402,0.0569184532461,0.000625655883909,0.124231770635,0.000459662085632,20.0335404228,13.356638372,-124.008649863,2417.24060581,109.547046037,583.181411807,5.89925494034,366.992841802,32.8895794646,127.861752692,10.9686443387,82.6882253532,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11424,00036,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2840.0888332,401541.70613,5883.05471021,1703245.27606,0.145930232558,0.00236553379366,0.216735884547,0.00145335518755,19.6353294812,17.4751390336,-0.445906305346,946.55895166,72.7029907121,477.478705047,-13.237691958,260.657535252,23.9499689874,94.5547655502,10.4101951371,93.3574508981,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11458,00037,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2627.76090315,407562.242072,5049.70305687,1851232.33654,0.146320479046,0.00243897246939,0.113270312548,0.000984473736025,22.9716340039,15.9759505745,-71.2110527443,1828.6659323,79.4136637594,489.407841574,-20.768658384,356.27217046,30.6611937145,232.966364688,5.54217635234,87.8412791638,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11492,00038,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2794.45788315,337995.802205,5861.01238872,1571216.4112,0.140505011507,0.0035519095542,0.219409480691,0.00429454585537,18.528963042,27.0977997906,-15.9771800543,1141.18119711,67.1523451277,447.794568443,-20.1537105859,410.880969401,15.555413291,229.222183186,4.79589176106,227.24435919,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11526,00039,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2559.09518671,237729.109432,5446.70688363,1854936.68637,0.122744821948,0.00138729050242,0.144167885184,0.00147799914703,29.4635284876,34.272635482,-50.8883153793,1277.74448908,86.3883832355,350.600226351,-14.4138942068,214.58844929,12.8649643476,80.4018059896,21.6991483997,135.24513657,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11560,00040,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",3009.99228583,436124.628128,6131.00370185,1793401.80155,0.144611873183,0.00346859847487,0.142788335681,0.00314718415029,31.9924807833,32.2727793745,-66.0528205888,2661.12774009,61.2808621116,455.013463906,-1.9092752709,343.319898446,35.3226546774,268.302008909,9.3196132737,97.0831581927,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11594,00041,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2808.07039942,436016.155231,5680.85960211,1850994.43371,0.148318268532,0.00332197885761,0.160459160805,0.00205234158784,29.116349229,29.4202594723,-35.3751260586,1425.0866484,73.6572387269,496.567972436,-20.1843571457,274.766270211,17.1344272747,195.407997562,14.9447834577,124.923201741,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11628,00042,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2793.55775552,611955.514923,5876.05224609,2746530.4895,0.137538608285,0.00426860468053,0.118769310415,0.00195520650595,22.7460695983,26.0918027745,-74.2686338902,3576.44526864,76.7653799715,717.638548399,-3.83496591773,515.685982592,28.0412998724,263.679760757,8.17702531321,172.363806591,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11662,00043,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2740.74954041,408634.852286,5327.32279933,1990147.11118,0.14412169937,0.00265471259975,0.139940872788,0.0034063574858,23.7956628378,32.7944122258,-61.9958497996,4704.5530183,75.8164420764,526.918236139,-26.8059770645,424.071452635,18.2768033936,205.634365211,2.44155307124,81.538052921,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
11696,00044,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1652.53367739,252421.032596,3458.40769213,2383769.72428,0.0689248728198,0.000511932694549,0.144404023886,0.00123331591021,26.8845135717,18.8917802012,-118.329098678,2395.06859167,130.199975909,965.047553775,-3.02865800138,468.680284775,15.7452235282,243.701990123,3.92803384628,118.698581166,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
